worker_id,city_risk_index,rainfall_last_3day_avg,flood_zone_flag,traffic_peak_index,pollution_spike_flag,parcel_demand_index,historical_income_variance,active_hours_ratio,gps_jump_distance,claim_frequency_7day,nearby_claim_cluster_score,income_loss_hours
WRK-03821,0.6027,35.74,0,0.8719,0,0.4258,0.87,0.8616,0.09,0.0,0.0722,5.35
WRK-03822,0.8463,101.68,1,1.0,0,0.252,1.0,0.3216,48.14,9.9,1.0,38.66
WRK-03823,0.6395,69.13,0,0.8557,0,0.2572,1.0,0.6433,2.11,1.0,0.0895,5.01
WRK-03824,0.6884,32.67,0,0.8937,0,0.8103,0.4202,0.806,5.02,0.0,0.3572,6.16
WRK-03825,0.6011,86.06,0,1.0,0,0.1483,1.0,0.6275,0.61,1.0,0.1454,10.37
WRK-03826,0.4411,9.81,0,0.5602,0,0.9185,0.6966,0.6762,0.42,0.0,0.1209,2.28
WRK-03827,0.5191,87.67,0,1.0,0,0.1125,1.0,0.5221,1.22,1.0,0.2739,11.52
WRK-03828,0.5645,83.62,0,0.8834,0,0.4737,0.5192,0.0965,26.3,8.0,0.6073,19.41
WRK-03829,0.4171,34.91,0,0.7298,0,0.8097,0.4913,0.6887,0.09,0.0,0.3198,2.49
WRK-03830,0.5506,33.99,0,0.8111,0,0.3109,0.8547,0.898,0.61,0.0,0.2829,5.92
WRK-03831,0.3117,27.83,0,0.6283,0,0.9942,1.0,0.5734,1.46,1.0,0.2585,2.28
WRK-03832,0.5786,39.86,0,0.9305,0,0.3891,0.7748,0.147,59.76,8.5,0.9964,32.97
WRK-03833,0.4617,38.11,1,0.7933,0,0.4249,0.5725,0.6459,1.97,4.0,0.3682,13.93
WRK-03834,0.3942,76.09,0,0.8587,0,0.2119,1.0,0.7457,0.36,2.0,0.3526,4.06
WRK-03835,0.5445,26.71,0,0.9077,1,0.2866,1.0,0.7973,2.08,4.0,0.1416,9.71
WRK-03836,0.3928,19.83,0,0.509,0,0.8519,0.5709,0.6144,0.96,0.0,0.3967,1.59
WRK-03837,0.5206,24.5,0,0.7548,1,0.2421,1.0,0.123,86.75,4.1,0.7581,17.06
WRK-03838,0.6612,94.32,0,0.8732,0,0.3936,0.6744,0.6986,0.48,1.0,0.2561,7.07
WRK-03839,0.3285,30.82,0,0.4773,1,0.5977,0.2396,0.6513,1.23,1.0,0.3848,0.0
WRK-03840,0.5925,11.03,0,0.6551,0,0.5062,0.5171,0.5716,1.46,1.0,0.0148,0.0
WRK-03841,0.3373,64.21,0,0.7138,0,0.5595,0.4256,0.6685,0.16,1.0,0.1113,2.38
WRK-03842,0.6332,89.93,0,0.8297,1,0.467,0.569,0.8532,1.16,3.0,0.0765,10.16
WRK-03843,0.6095,63.49,0,0.886,0,0.2971,1.0,0.6574,1.38,1.0,0.2966,6.61
WRK-03844,0.6432,112.98,0,1.0,1,0.4222,0.6678,0.7134,1.03,7.0,0.2109,13.39
WRK-03845,0.2744,36.39,0,0.7901,0,0.7021,0.2058,0.5607,0.46,1.0,0.1074,2.68
WRK-03846,0.7141,75.57,1,0.8548,0,0.4757,0.4993,0.7655,0.34,3.0,0.3032,14.86
WRK-03847,0.4699,74.18,1,0.8582,0,0.2864,1.0,0.5341,3.48,2.0,0.0124,15.96
WRK-03848,0.5067,101.78,0,1.0,1,0.3815,0.734,0.4856,1.89,3.0,0.3032,9.17
WRK-03849,0.4989,67.04,0,0.6182,1,0.3802,0.7163,0.8523,3.57,1.0,0.2933,2.56
WRK-03850,0.6473,27.36,0,0.7738,0,0.7704,0.5073,0.8775,0.73,0.0,0.2442,2.61
WRK-03851,0.3639,36.2,0,0.6012,1,0.6273,0.0621,0.623,0.97,1.0,0.1853,3.18
WRK-03852,0.7355,107.63,1,1.0,1,0.5205,0.4659,0.5667,2.51,3.0,0.4016,20.91
WRK-03853,0.5709,95.03,0,0.9571,0,0.2375,1.0,0.7344,2.67,3.0,0.3658,12.72
WRK-03854,0.4879,84.59,0,1.0,0,0.5932,0.2668,0.8743,2.58,3.0,0.1562,8.47
WRK-03855,0.6165,118.98,1,0.98,0,0.326,1.0,0.8781,0.11,6.0,0.3024,11.96
WRK-03856,0.3851,29.34,1,0.5147,1,0.2786,1.0,0.7892,0.35,3.0,0.0792,14.9
WRK-03857,0.3452,55.03,0,1.0,0,0.5493,0.3544,0.8846,0.0,0.0,0.0686,7.12
WRK-03858,0.7524,98.09,1,1.0,0,0.05,1.0,0.7953,2.34,0.0,0.304,16.96
WRK-03859,0.3443,96.12,0,1.0,0,0.3129,0.8617,0.8613,0.65,5.0,0.0034,10.45
WRK-03860,0.6919,135.7,1,0.8635,0,0.05,1.0,0.7001,0.11,4.0,0.4893,17.29
WRK-03861,0.5519,77.35,0,0.8736,0,0.3256,1.0,0.7506,1.42,1.0,0.3787,3.92
WRK-03862,0.332,55.88,0,0.608,0,0.3107,0.9463,0.621,0.69,0.0,0.314,4.64
WRK-03863,0.6424,40.17,1,0.8183,0,0.6797,0.0966,0.6071,0.04,4.0,0.1281,13.15
WRK-03864,0.697,106.69,1,1.0,0,0.4443,0.702,0.7013,1.14,1.0,0.4053,21.58
WRK-03865,0.4919,68.83,1,0.6983,0,0.7596,0.441,0.7612,2.25,0.0,0.0771,13.62
WRK-03866,0.5748,71.66,0,0.777,0,0.9325,1.0,0.8617,1.0,1.0,0.3119,4.7
WRK-03867,0.5882,93.84,0,0.9152,0,0.5443,0.9096,0.7577,0.09,2.0,0.1493,9.7
WRK-03868,0.5699,58.28,0,0.9049,0,0.6444,0.0337,0.8199,0.76,1.0,0.3739,3.0
WRK-03869,0.4328,41.01,0,0.6891,0,0.6898,0.1868,0.6498,1.65,1.0,0.1855,1.61
WRK-03870,0.4597,20.85,0,0.5681,0,0.7784,0.5374,0.8201,3.83,0.0,0.0786,2.28
WRK-03871,0.6805,110.42,1,1.0,0,0.3496,0.8937,0.8713,6.9,2.0,0.3102,15.03
WRK-03872,0.6456,128.11,1,1.0,0,0.4857,0.5434,0.8251,2.65,3.0,0.3493,15.52
WRK-03873,0.4992,54.29,0,0.8511,0,0.3015,0.8848,0.5386,5.52,0.0,0.3042,8.79
WRK-03874,0.7556,93.1,1,0.785,1,0.5759,0.2266,0.5941,5.23,4.0,0.0837,11.72
WRK-03875,0.7232,64.38,0,0.8564,0,0.5743,0.243,0.7428,1.9,1.0,0.1067,8.17
WRK-03876,0.6672,113.84,1,1.0,0,0.0903,1.0,0.6836,1.75,2.0,0.4686,15.32
WRK-03877,0.4106,40.89,0,0.6126,0,0.7443,0.4949,0.7998,2.94,2.0,0.3657,0.21
WRK-03878,0.5921,24.76,0,0.6855,0,0.4977,0.4569,0.8309,0.05,2.0,0.3429,0.89
WRK-03879,0.5743,32.53,0,0.8341,0,0.8414,0.5864,0.3543,5.74,0.0,0.1622,8.28
WRK-03880,0.7633,112.15,1,1.0,1,0.3874,0.9094,0.4402,2.69,4.0,0.543,22.93
WRK-03881,0.4663,49.64,0,0.8136,0,0.7085,0.2187,0.145,52.96,8.0,0.8428,28.45
WRK-03882,0.6174,40.08,0,0.9115,0,0.5401,0.3478,0.6409,2.37,1.0,0.1512,6.31
WRK-03883,0.5198,84.32,0,1.0,0,0.402,0.6622,0.434,2.7,0.0,0.0364,6.64
WRK-03884,0.6695,84.58,0,0.9125,0,0.6006,0.1279,0.8658,0.75,4.0,0.1735,8.13
WRK-03885,0.4393,26.74,0,0.8774,0,0.7719,0.4637,0.6933,0.02,2.0,0.1897,5.44
WRK-03886,0.7021,84.02,0,0.8733,0,0.2152,1.0,0.7749,2.06,1.0,0.0434,11.2
WRK-03887,0.8514,113.13,1,1.0,0,0.534,0.3093,0.9389,1.88,5.0,0.546,15.18
WRK-03888,0.5121,44.41,0,0.8841,1,0.2326,1.0,0.4736,2.44,2.0,0.1253,2.17
WRK-03889,0.5602,31.74,0,0.837,0,0.6195,0.2067,0.831,0.65,0.0,0.2341,5.6
WRK-03890,0.5105,48.51,0,0.7888,0,0.4931,0.4636,0.414,0.22,1.0,0.0367,1.47
WRK-03891,0.4846,99.44,0,0.9467,0,0.7345,0.2319,0.2912,73.48,4.2,0.6158,22.39
WRK-03892,0.3382,33.08,0,0.5593,0,0.3452,0.9314,0.6877,0.91,0.0,0.1886,4.21
WRK-03893,0.7092,92.04,0,0.9693,0,0.6236,0.0781,0.7087,1.39,2.0,0.3847,7.72
WRK-03894,0.3182,27.96,0,0.8925,1,0.4648,0.4813,0.6608,3.76,0.0,0.3753,5.44
WRK-03895,0.5719,131.02,0,1.0,0,0.3532,0.779,0.7337,4.59,3.0,0.2247,8.0
WRK-03896,0.4681,0.0,0,0.4936,0,0.9881,1.0,0.9379,0.1,1.0,0.3578,3.9
WRK-03897,0.7302,85.07,0,0.9769,0,0.3903,0.9169,0.8858,0.5,2.0,0.3888,9.5
WRK-03898,0.7499,145.74,1,1.0,0,0.1145,1.0,0.0938,41.89,10.3,0.8879,42.69
WRK-03899,0.5506,53.41,0,0.9227,0,0.3761,1.0,0.7153,5.14,0.0,0.185,6.21
WRK-03900,0.3972,28.41,0,0.5853,0,0.5143,1.0,0.734,0.17,1.0,0.0535,5.03
WRK-03901,0.6944,75.32,0,0.6931,1,0.7537,0.2819,0.7568,3.09,1.0,0.0124,0.0
WRK-03902,0.3547,17.57,0,0.6119,0,0.3528,0.7615,0.2054,30.52,7.0,0.725,19.19
WRK-03903,0.6593,64.57,0,0.8311,0,0.706,0.2096,0.3169,8.05,2.0,0.0932,3.58
WRK-03904,0.6694,103.17,1,1.0,1,0.2439,1.0,0.5503,0.46,2.0,0.1733,18.8
WRK-03905,0.5511,57.24,0,0.762,0,0.8516,0.7913,0.3562,2.14,1.0,0.3088,3.0
WRK-03906,0.5717,86.66,0,0.9095,0,0.3264,0.81,0.8201,1.57,2.0,0.0826,9.75
WRK-03907,0.5104,41.44,0,0.8657,0,0.1586,1.0,0.7901,2.74,0.0,0.2059,6.76
WRK-03908,0.3474,45.25,0,0.5115,0,0.8727,0.5988,0.7473,1.03,0.0,0.352,2.32
WRK-03909,0.4737,21.29,1,0.7459,1,0.1649,1.0,0.8416,6.81,2.0,0.1177,15.54
WRK-03910,0.4822,14.98,0,0.5632,0,0.6489,0.1065,0.7954,2.78,2.0,0.3904,1.14
WRK-03911,0.5935,35.38,0,0.798,0,0.9085,1.0,0.5934,0.27,2.0,0.1714,4.27
WRK-03912,0.4063,5.47,0,0.5833,0,0.8941,0.6171,0.6974,0.94,1.0,0.1431,1.04
WRK-03913,0.4993,16.79,1,0.7869,1,0.2743,1.0,0.6144,1.47,3.0,0.3321,7.67
WRK-03914,0.6841,149.18,1,1.0,0,0.5262,0.3332,0.0703,42.02,4.5,1.0,41.08
WRK-03915,0.3632,53.19,0,0.7397,0,0.8425,0.6135,0.1693,27.71,6.6,0.9181,12.37
WRK-03916,0.7707,129.1,0,1.0,0,0.7163,0.2514,0.0818,59.48,8.3,0.701,24.77
WRK-03917,0.8303,87.47,0,0.9859,0,0.6502,0.0702,0.8443,1.97,5.0,0.0409,12.94
WRK-03918,0.5805,93.09,0,1.0,0,0.2737,0.9712,0.878,2.23,2.0,0.3135,10.98
WRK-03919,0.7767,102.67,0,0.972,0,0.8489,0.6699,0.1594,67.74,9.1,0.9697,33.37
WRK-03920,0.5394,100.74,1,0.9456,0,0.05,1.0,0.8973,0.05,2.0,0.4244,16.4
WRK-03921,0.3958,24.94,0,0.4612,0,0.5856,0.339,0.6796,2.5,0.0,0.2826,3.32
WRK-03922,0.8212,151.64,0,1.0,0,0.3562,0.7839,0.1986,32.59,8.6,0.936,27.01
WRK-03923,0.6105,62.31,0,0.8801,0,0.4783,0.6137,0.4265,0.6,1.0,0.2956,8.59
WRK-03924,0.6753,79.52,1,0.7911,0,0.2486,1.0,0.772,0.54,2.0,0.0061,16.63
WRK-03925,0.5131,61.83,0,0.8153,0,0.3481,0.8323,0.7461,2.66,0.0,0.1037,4.38
WRK-03926,0.6994,72.88,1,0.8628,0,0.4792,0.5641,0.5739,0.41,2.0,0.1179,9.23
WRK-03927,0.8484,64.02,0,0.923,0,0.6651,0.0397,0.5476,3.5,2.0,0.1302,5.25
WRK-03928,0.4914,19.07,0,0.857,0,0.451,0.5126,0.7533,0.46,2.0,0.2381,6.4
WRK-03929,0.3208,67.25,0,0.7322,1,0.8648,0.7816,0.8605,1.52,0.0,0.2183,4.43
WRK-03930,0.4979,33.81,0,0.7242,0,0.9572,0.7938,0.6689,0.22,0.0,0.18,1.03
WRK-03931,0.3043,65.9,0,0.7362,0,0.509,0.3888,0.5748,1.41,1.0,0.1476,1.37
WRK-03932,0.7043,91.32,1,1.0,0,0.2127,1.0,0.5586,3.74,1.0,0.1119,15.56
WRK-03933,0.3947,65.99,0,0.726,1,0.9386,0.8108,0.709,0.68,1.0,0.0209,3.58
WRK-03934,0.4829,51.31,0,0.5545,0,0.6176,0.1082,0.7126,0.57,1.0,0.0462,0.31
WRK-03935,0.5991,41.45,0,0.8645,1,0.3915,1.0,0.4507,0.19,1.0,0.0668,8.24
WRK-03936,0.4866,96.36,0,0.8192,0,0.4719,0.4507,0.9344,8.43,3.0,0.3156,11.76
WRK-03937,0.6178,121.09,1,1.0,0,0.7653,0.8833,0.6111,0.35,4.0,0.4661,17.75
WRK-03938,0.7772,76.29,0,0.7697,1,0.7234,0.2309,0.2208,17.7,4.7,0.797,15.56
WRK-03939,0.7221,47.28,0,0.7898,0,0.8716,0.617,0.5186,1.61,1.0,0.0277,3.31
WRK-03940,0.7053,95.99,0,0.9737,1,0.5697,0.7894,0.7383,1.53,2.0,0.1167,8.79
WRK-03941,0.658,91.16,0,1.0,0,0.3567,0.7629,0.6322,1.71,1.0,0.3114,10.71
WRK-03942,0.3762,77.53,1,0.9722,0,0.5102,0.3574,0.7385,0.34,1.0,0.0632,18.73
WRK-03943,0.329,18.99,0,0.5323,1,0.4861,0.7303,0.8343,0.81,1.0,0.1613,1.58
WRK-03944,0.3629,14.5,0,0.4903,0,0.8673,0.6178,0.7918,0.25,0.0,0.0999,0.0
WRK-03945,0.5072,30.0,1,1.0,0,0.3153,0.9829,0.906,0.25,0.0,0.009,12.28
WRK-03946,0.3987,92.0,0,0.7709,1,1.0,1.0,0.4615,3.52,0.0,0.2288,5.67
WRK-03947,0.8622,101.3,1,1.0,1,0.4566,0.5164,0.5461,0.65,2.0,0.5591,13.83
WRK-03948,0.5798,75.38,0,1.0,0,0.3905,0.6673,0.821,0.92,3.0,0.1391,3.94
WRK-03949,0.3673,6.94,0,0.612,0,0.7789,0.3239,0.836,2.69,0.0,0.1411,1.11
WRK-03950,0.4533,27.23,0,0.7842,0,0.8825,0.9286,0.1824,140.26,4.9,0.9886,21.48
WRK-03951,0.787,74.81,1,1.0,1,0.5111,0.4006,0.8668,1.0,4.0,0.0705,15.41
WRK-03952,0.5461,52.23,0,1.0,0,0.6021,0.4569,0.5033,0.04,0.0,0.2479,2.8
WRK-03953,0.2619,90.41,0,0.8506,0,0.3196,1.0,0.9112,0.78,1.0,0.3609,9.46
WRK-03954,0.737,53.82,0,0.7742,0,0.4855,0.4206,0.493,0.89,2.0,0.3161,4.26
WRK-03955,0.7321,87.1,0,0.8925,0,0.1308,1.0,0.7856,0.01,2.0,0.0528,12.25
WRK-03956,0.1859,21.0,1,0.6007,0,0.7325,0.2406,0.2736,41.6,10.2,0.7394,17.13
WRK-03957,0.584,77.67,0,0.9382,0,0.5286,0.842,0.3073,57.07,7.5,0.7747,31.62
WRK-03958,0.3912,51.13,0,0.718,0,0.7565,0.2994,0.791,2.91,0.0,0.1193,2.29
WRK-03959,0.7788,156.32,0,1.0,0,0.598,0.3709,0.6498,1.8,2.0,0.3229,10.46
WRK-03960,0.5087,45.49,0,0.8891,0,0.1117,1.0,0.8511,0.53,0.0,0.2991,8.12
WRK-03961,0.3134,20.56,0,0.6532,1,0.673,0.1078,0.6118,1.66,0.0,0.3241,1.23
WRK-03962,0.5082,65.86,1,0.8628,0,0.6407,0.0614,0.8128,1.85,1.0,0.3964,14.18
WRK-03963,0.3625,50.78,0,0.6692,0,0.5969,0.2628,0.8184,5.0,1.0,0.0617,0.37
WRK-03964,0.7234,95.79,0,0.9286,0,0.4539,0.5993,0.5688,1.63,4.0,0.168,12.37
WRK-03965,0.4611,19.31,0,0.6905,0,0.553,0.4241,0.8149,3.8,1.0,0.1435,2.92
WRK-03966,0.3418,76.94,0,0.7776,0,0.4256,0.9929,0.9096,8.16,0.0,0.3095,1.49
WRK-03967,0.5104,105.03,1,0.8879,0,0.1307,1.0,0.805,0.68,4.0,0.3743,19.04
WRK-03968,0.5702,32.82,0,0.8991,0,0.2636,1.0,0.8754,0.62,1.0,0.1839,8.89
WRK-03969,0.7238,82.32,0,0.8904,0,0.512,0.574,0.8016,3.16,7.0,0.1843,9.09
WRK-03970,0.6074,97.93,0,0.9109,0,0.8327,0.7729,0.6131,0.34,2.0,0.0052,6.46
WRK-03971,0.6164,82.99,0,0.9596,0,0.3671,0.7777,0.8955,0.03,1.0,0.0853,11.5
WRK-03972,0.4889,0.0,0,0.4662,0,0.9087,0.7238,0.3003,0.14,0.0,0.3199,4.28
WRK-03973,0.5982,98.92,0,1.0,0,0.221,1.0,0.7792,1.5,0.0,0.2025,10.13
WRK-03974,0.5801,116.49,1,1.0,1,0.3851,0.7534,0.8023,1.02,6.0,0.2889,21.67
WRK-03975,0.8256,98.83,1,1.0,1,0.4185,0.5821,0.7614,2.5,2.0,0.2811,21.07
WRK-03976,0.4688,43.68,0,0.6644,0,0.4455,0.6201,0.8349,2.77,2.0,0.3626,0.76
WRK-03977,0.345,44.51,0,0.6554,0,0.4004,0.6352,0.7644,3.11,1.0,0.2922,4.1
WRK-03978,0.3147,33.14,0,0.6298,0,0.4376,0.5955,0.822,2.44,1.0,0.1173,2.84
WRK-03979,0.6332,180.36,0,1.0,0,0.183,1.0,0.772,4.19,2.0,0.0627,17.74
WRK-03980,0.4464,43.16,0,0.8962,1,0.777,0.4283,0.8601,3.9,1.0,0.3941,4.58
WRK-03981,0.6031,75.16,1,0.8851,0,0.05,1.0,0.8632,0.19,4.0,0.2721,19.71
WRK-03982,0.7716,105.85,1,1.0,0,0.05,1.0,0.7544,0.72,3.0,0.2812,20.57
WRK-03983,0.4519,35.63,0,0.6132,0,0.886,0.7759,0.64,4.05,1.0,0.1722,4.96
WRK-03984,0.316,50.92,0,0.689,0,0.53,0.4222,0.8222,3.93,1.0,0.14,0.0
WRK-03985,0.5041,60.68,0,0.7052,0,0.5844,0.2995,0.9224,2.47,2.0,0.0612,0.73
WRK-03986,0.5163,51.97,1,0.9197,0,0.2087,1.0,0.8537,0.86,2.0,0.282,8.62
WRK-03987,0.6008,100.47,0,1.0,0,0.6632,0.1081,0.7587,0.17,5.0,0.0486,7.01
WRK-03988,0.7655,111.33,0,1.0,1,0.7805,0.4503,0.7186,0.78,2.0,0.3255,7.05
WRK-03989,0.7647,64.09,1,0.6764,0,0.7425,0.3212,0.3384,36.72,8.6,0.6532,26.99
WRK-03990,0.7182,88.64,0,0.8846,0,0.3527,1.0,0.8729,4.24,2.0,0.194,10.07
WRK-03991,0.5284,43.61,0,0.7526,0,0.397,0.7551,0.7045,5.8,0.0,0.1032,0.95
WRK-03992,0.347,52.0,0,0.8418,0,0.847,0.6189,0.9146,0.43,2.0,0.1034,7.59
WRK-03993,0.5403,20.33,0,0.955,1,0.7703,0.4536,0.2471,114.72,4.3,0.6438,23.17
WRK-03994,0.4769,76.78,0,1.0,0,0.421,0.612,0.926,5.96,1.0,0.0883,5.19
WRK-03995,0.6305,94.41,0,1.0,0,0.5562,0.6516,0.1263,66.28,11.2,0.8218,20.13
WRK-03996,0.5155,84.25,0,1.0,0,0.3733,0.9725,0.5888,4.11,1.0,0.0305,11.92
WRK-03997,0.7708,195.0,1,1.0,1,0.05,1.0,0.6191,2.7,1.0,0.4369,23.94
WRK-03998,0.4814,84.36,0,0.7679,0,0.6268,0.1458,0.5203,1.08,2.0,0.3532,7.66
WRK-03999,0.3858,50.74,0,0.7385,0,0.9821,1.0,0.4276,0.2,0.0,0.1185,3.49
WRK-04000,0.5911,102.74,1,1.0,0,0.5115,0.396,0.7315,0.32,1.0,0.443,18.12
WRK-04001,0.5678,74.7,1,1.0,0,0.204,1.0,0.62,0.31,2.0,0.2289,13.59
WRK-04002,0.478,61.48,0,0.576,0,0.5259,0.4235,0.8906,4.27,0.0,0.068,4.36
WRK-04003,0.6385,114.23,1,1.0,0,0.05,1.0,0.6347,4.15,2.0,0.5358,22.23
WRK-04004,0.6645,110.02,1,0.9629,0,0.2776,0.9655,0.905,0.34,2.0,0.2844,15.45
WRK-04005,0.3105,50.1,0,0.8578,1,0.3958,0.6523,0.5578,7.1,0.0,0.301,5.08
WRK-04006,0.3828,23.46,0,0.5273,0,0.3474,0.8782,0.8005,4.06,0.0,0.2688,5.5
WRK-04007,0.4641,46.77,1,0.9339,0,0.5928,0.3348,0.309,108.31,10.8,0.6558,29.88
WRK-04008,0.354,46.62,0,0.5961,0,0.952,1.0,0.8697,3.31,0.0,0.1338,1.44
WRK-04009,0.6768,30.59,0,0.7914,0,0.9625,0.9955,0.7982,2.65,0.0,0.2138,4.64
WRK-04010,0.6275,88.73,0,1.0,0,0.5848,0.3319,0.6104,0.82,0.0,0.2143,8.91
WRK-04011,0.5365,51.88,0,0.8787,0,0.6811,0.0869,0.8614,9.01,2.0,0.3919,3.12
WRK-04012,0.5549,10.48,0,0.4246,0,0.896,0.6846,0.8143,1.17,2.0,0.3119,2.21
WRK-04013,0.4862,74.55,0,0.7693,0,0.7703,0.5239,0.894,2.36,0.0,0.1314,5.3
WRK-04014,0.6775,89.28,1,1.0,0,0.05,1.0,0.5697,0.22,5.0,0.2319,16.68
WRK-04015,0.3893,47.43,0,1.0,1,0.2726,1.0,0.6106,1.85,0.0,0.0106,7.17
WRK-04016,0.441,8.56,0,0.8999,1,0.5435,0.2789,0.8565,5.84,0.0,0.2381,2.78
WRK-04017,0.4471,68.69,1,1.0,0,0.4972,0.7932,0.7639,2.47,3.0,0.3213,14.85
WRK-04018,0.495,47.75,0,0.782,0,0.2653,1.0,0.7715,0.45,1.0,0.3865,3.03
WRK-04019,0.4924,18.58,0,0.7698,0,0.6236,0.2036,0.6613,5.74,1.0,0.109,0.0
WRK-04020,0.3739,50.74,1,0.6923,0,0.718,0.8663,0.8823,2.64,1.0,0.3484,11.92
WRK-04021,0.5418,24.85,0,0.8254,0,0.3536,0.9141,0.9018,1.93,0.0,0.1337,6.01
WRK-04022,0.7588,78.57,1,1.0,0,0.1402,1.0,0.7167,1.42,2.0,0.1697,12.19
WRK-04023,0.551,113.05,1,1.0,0,0.6273,0.1834,0.3643,1.35,4.0,0.4676,15.31
WRK-04024,0.4254,46.2,0,0.9316,0,0.4185,0.8674,0.7583,0.3,0.0,0.3594,5.97
WRK-04025,0.6672,114.25,0,0.9186,0,0.1279,1.0,0.4716,2.26,3.0,0.2425,10.28
WRK-04026,0.5344,23.72,0,0.7248,0,0.7202,0.3425,0.8307,1.57,0.0,0.2783,2.66
WRK-04027,0.6969,25.57,0,0.8431,1,0.9509,1.0,0.6287,0.31,0.0,0.0502,5.62
WRK-04028,0.6986,126.26,0,1.0,0,0.2358,1.0,0.4713,1.27,4.0,0.1835,10.54
WRK-04029,0.2709,37.15,0,0.7488,0,0.4539,0.6413,0.3988,1.88,0.0,0.0412,1.52
WRK-04030,0.7135,69.97,1,0.9837,1,0.2578,1.0,0.726,0.42,1.0,0.1801,12.37
WRK-04031,0.6937,117.22,1,0.9551,0,0.3756,0.8856,0.6125,1.08,2.0,0.4402,22.77
WRK-04032,0.64,63.31,0,0.8918,0,0.6674,0.1407,0.7463,5.28,0.0,0.2245,6.79
WRK-04033,0.3829,91.04,0,1.0,1,0.8516,0.518,0.7545,3.38,2.0,0.3552,8.42
WRK-04034,0.6206,58.6,0,0.9029,0,0.7359,0.688,0.588,0.28,0.0,0.1784,7.09
WRK-04035,0.5944,96.79,0,0.8981,0,0.2762,1.0,0.883,0.33,2.0,0.1806,9.86
WRK-04036,0.7729,82.33,1,1.0,1,0.5113,0.4311,0.8133,2.72,5.0,0.076,18.57
WRK-04037,0.416,81.39,0,0.7436,0,0.7544,0.6821,0.8023,2.01,8.0,0.242,6.15
WRK-04038,0.6981,92.77,0,0.9144,0,0.4873,0.6504,0.0808,25.98,5.6,0.6778,24.73
WRK-04039,0.6165,57.67,0,1.0,0,0.5302,0.3558,0.8574,3.68,1.0,0.1668,3.12
WRK-04040,0.5249,52.33,0,1.0,0,0.454,0.6271,0.8004,3.63,1.0,0.1165,5.7
WRK-04041,0.4353,69.09,0,1.0,0,0.4947,0.3894,0.5396,4.29,1.0,0.0468,5.69
WRK-04042,0.4885,33.2,0,0.6598,0,0.832,0.4796,0.6354,0.95,3.0,0.0418,2.24
WRK-04043,0.3995,54.5,0,0.5807,0,0.3467,0.9427,0.3891,0.98,1.0,0.2471,4.07
WRK-04044,0.7331,83.01,1,1.0,1,0.3704,0.7702,0.5285,0.43,2.0,0.2981,21.88
WRK-04045,0.5766,67.72,0,0.8708,1,0.3211,0.9593,0.5276,0.09,0.0,0.065,3.74
WRK-04046,0.6373,82.32,0,1.0,0,0.3508,0.8643,0.794,7.67,0.0,0.2205,10.71
WRK-04047,0.6841,119.65,1,0.8595,0,0.2241,1.0,0.159,45.8,6.7,0.981,31.34
WRK-04048,0.5794,21.25,0,0.7896,1,0.9666,0.9379,0.7941,0.47,0.0,0.2391,2.64
WRK-04049,0.3438,94.45,0,1.0,0,0.4911,0.6087,0.5662,2.3,2.0,0.182,8.75
WRK-04050,0.7198,101.06,1,0.9086,0,0.5093,0.4555,0.8774,0.59,5.0,0.2745,17.25
WRK-04051,0.4144,69.88,0,1.0,0,0.4931,0.5622,0.6382,1.29,1.0,0.3033,6.86
WRK-04052,0.7824,74.72,0,0.8414,0,0.4586,0.5592,0.4615,0.63,0.0,0.1195,3.92
WRK-04053,0.4218,56.53,0,0.7388,0,0.5634,0.2463,0.8271,0.65,2.0,0.0058,2.04
WRK-04054,0.3601,42.78,0,0.8217,0,0.4606,0.4936,0.5204,0.75,1.0,0.3666,6.1
WRK-04055,0.7261,112.7,1,1.0,1,0.5327,0.3452,0.7211,2.01,2.0,0.3651,21.85
WRK-04056,0.6067,115.16,1,0.9915,1,0.2841,1.0,0.7498,4.53,1.0,0.317,15.34
WRK-04057,0.5515,40.8,0,0.7425,0,0.8243,0.4603,0.6648,1.62,0.0,0.0818,1.53
WRK-04058,0.65,71.05,1,0.9882,0,0.5708,0.2304,0.5904,2.87,1.0,0.0115,17.92
WRK-04059,0.5379,43.1,0,0.8695,0,0.4072,0.7872,0.7145,1.75,0.0,0.317,4.04
WRK-04060,0.6973,83.03,0,1.0,1,0.5106,0.4508,0.7662,1.4,1.0,0.0839,10.97
WRK-04061,0.4696,44.56,0,0.8793,0,0.3162,0.8715,0.355,0.66,2.0,0.079,3.9
WRK-04062,0.6169,104.11,1,1.0,1,0.401,0.6463,0.7233,0.21,5.0,0.3271,21.76
WRK-04063,0.4327,43.6,1,0.6873,0,0.6472,0.0862,0.9093,3.97,1.0,0.2023,13.76
WRK-04064,0.562,90.62,1,1.0,0,0.2933,1.0,0.8972,3.76,8.0,0.2741,16.99
WRK-04065,0.362,59.14,0,0.8208,0,0.3314,0.8225,0.5428,2.11,0.0,0.0043,5.63
WRK-04066,0.5469,80.55,0,1.0,1,0.6527,0.1274,0.8839,0.75,0.0,0.3039,8.37
WRK-04067,0.492,61.72,1,0.8025,1,0.6239,0.3634,0.0816,27.68,10.1,0.649,24.49
WRK-04068,0.5797,128.01,1,1.0,0,0.2332,1.0,0.773,1.4,2.0,0.5079,24.72
